ecmf prod rt 2021020100 51 046
0144 pf 07 -0.828 1.008 1.305 7
0144 pf 08 -0.704 0.603 0.927 8
0144 pf 09 -0.452 1.674 1.734 7
0144 pf 10 -0.328 0.842 0.904 7
0144 pf 11 0.212 0.584 0.621 6
0144 pf 12 -0.485 0.959 1.075 7
0144 pf 13 -0.260 1.139 1.168 7
0144 pf 14 -0.135 1.711 1.717 7
0144 pf 15 -0.598 1.173 1.317 7
0144 pf 16 -0.077 0.833 0.837 7
0144 pf 17 -0.832 1.310 1.552 7
0144 pf 18 -0.273 0.796 0.842 7
0144 pf 19 -0.218 1.198 1.218 7
0144 pf 20 0.175 1.396 1.407 6
0144 pf 21 -0.448 1.062 1.153 7
0144 pf 22 -0.460 0.767 0.894 7
0144 pf 23 -0.825 0.749 1.115 8
0144 pf 24 -0.247 1.314 1.337 7
0144 pf 25 0.407 1.038 1.115 6
0144 pf 26 -0.370 0.093 0.381 8
0144 pf 27 0.244 1.444 1.464 6
0144 pf 28 -0.675 1.413 1.566 7
0144 pf 29 -0.066 1.139 1.141 7
0144 pf 30 0.040 0.818 0.819 6
0144 pf 31 -0.125 1.201 1.208 7
0144 pf 32 -0.402 1.545 1.597 7
0144 pf 33 -0.439 0.742 0.862 7
0144 pf 34 -0.012 1.258 1.258 7
0144 pf 35 -0.570 1.121 1.257 7
0144 pf 36 -0.167 1.255 1.266 7
0144 pf 37 -0.407 0.997 1.077 7
0144 pf 38 -0.016 0.752 0.752 7
0144 pf 39 -0.037 0.775 0.776 7
0144 pf 40 -0.160 1.482 1.491 7
0144 pf 41 -0.368 1.533 1.576 7
0144 pf 42 0.301 1.295 1.330 6
0144 pf 43 -0.473 1.110 1.206 7
0144 pf 44 -0.175 1.460 1.470 7
0144 pf 45 -0.362 1.613 1.653 7
0144 pf 46 -0.502 2.062 2.122 7
0144 pf 47 -0.319 1.001 1.051 7
0144 pf 48 0.035 0.839 0.839 6
0144 pf 49 -0.046 0.442 0.445 7
0144 pf 50 -0.044 1.254 1.254 7
0168 em 00 -0.266 1.041 1.075 7
0168 cf 00 -0.366 0.878 0.951 7
0168 pf 01 -0.293 1.116 1.154 7
0168 pf 02 -0.965 1.294 1.615 7
0168 pf 03 0.145 0.726 0.740 6
0168 pf 04 -0.487 0.356 0.603 8
0168 pf 05 -0.072 0.378 0.385 7
0168 pf 06 -0.093 1.089 1.093 7
0168 pf 07 -0.594 0.981 1.147 7
0168 pf 08 -0.429 0.770 0.882 7
0168 pf 09 -0.526 1.427 1.520 7
0168 pf 10 -0.186 1.028 1.044 7
0168 pf 11 0.344 0.536 0.637 6
0168 pf 12 -0.381 0.945 1.019 7
0168 pf 13 -0.129 1.264 1.271 7
0168 pf 14 -0.259 1.613 1.633 7
0168 pf 15 -0.602 0.931 1.109 7
0168 pf 16 0.190 0.894 0.914 6
0168 pf 17 -0.897 1.068 1.395 7
0168 pf 18 -0.126 0.817 0.827 7
0168 pf 19 -0.140 1.119 1.127 7
0168 pf 20 0.118 1.361 1.366 6
0168 pf 21 -0.548 0.835 0.999 7
0168 pf 22 -0.343 0.443 0.560 7
0168 pf 23 -0.654 0.724 0.976 7
0168 pf 24 -0.295 1.145 1.182 7
0168 pf 25 0.444 1.061 1.150 6
0168 pf 26 -0.029 -0.069 0.075 2
0168 pf 27 -0.112 1.457 1.461 7
0168 pf 28 -0.851 1.356 1.600 7
0168 pf 29 -0.008 1.124 1.124 7
0168 pf 30 -0.069 0.925 0.928 7
0168 pf 31 -0.292 1.093 1.131 7
0168 pf 32 -0.562 1.491 1.593 7
0168 pf 33 -0.524 0.607 0.802 7
0168 pf 34 -0.103 1.217 1.221 7
0168 pf 35 -0.733 0.976 1.221 7
0168 pf 36 -0.121 1.100 1.107 7
0168 pf 37 -0.452 0.967 1.068 7
0168 pf 38 0.063 0.767 0.769 6
0168 pf 39 0.162 0.515 0.540 6
0168 pf 40 -0.117 1.610 1.614 7
0168 pf 41 -0.491 1.587 1.661 7
0168 pf 42 0.062 1.397 1.399 6
0168 pf 43 -0.401 1.033 1.109 7
0168 pf 44 0.076 1.223 1.225 6
0168 pf 45 -0.249 1.635 1.654 7
0168 pf 46 -0.535 1.836 1.912 7
0168 pf 47 -0.441 1.034 1.124 7
0168 pf 48 -0.147 0.738 0.753 7
0168 pf 49 0.001 0.557 0.557 6
0168 pf 50 -0.314 1.421 1.455 7
0192 em 00 -0.092 1.000 1.005 7
0192 cf 00 -0.145 0.799 0.812 7
0192 pf 01 -0.338 1.238 1.284 7
0192 pf 02 -0.822 1.102 1.375 7
0192 pf 03 0.384 0.699 0.798 6
0192 pf 04 -0.160 0.222 0.274 7
0192 pf 05 0.300 0.375 0.480 6
0192 pf 06 0.042 0.952 0.953 6
0192 pf 07 -0.296 0.734 0.791 7
0192 pf 08 -0.316 0.957 1.008 7
0192 pf 09 -0.113 1.319 1.324 7
0192 pf 10 0.317 1.207 1.247 6
0192 pf 11 0.427 0.856 0.957 6
0192 pf 12 -0.265 0.796 0.839 7
0192 pf 13 -0.174 1.208 1.221 7
0192 pf 14 -0.264 1.664 1.685 7
0192 pf 15 -0.013 0.813 0.813 7
0192 pf 16 0.693 1.060 1.266 6
0192 pf 17 -1.160 0.941 1.494 8
0192 pf 18 -0.190 0.554 0.586 7
0192 pf 19 0.183 0.940 0.958 6
0192 pf 20 0.222 1.316 1.335 6
0192 pf 21 -0.369 0.766 0.851 7
0192 pf 22 -0.096 0.206 0.227 7
0192 pf 23 -0.131 0.667 0.680 7
0192 pf 24 -0.154 1.084 1.095 7
0192 pf 25 0.793 1.086 1.345 6
0192 pf 26 0.542 -0.079 0.548 4
0192 pf 27 -0.236 1.371 1.391 7
0192 pf 28 -0.704 1.268 1.450 7
0192 pf 29 0.011 1.008 1.008 6
0192 pf 30 -0.135 0.772 0.784 7
0192 pf 31 -0.354 1.033 1.092 7
0192 pf 32 -0.354 1.407 1.451 7
0192 pf 33 -0.157 0.712 0.729 7
0192 pf 34 -0.107 1.191 1.196 7
0192 pf 35 -0.707 0.800 1.067 7
0192 pf 36 0.022 1.038 1.038 6
0192 pf 37 -0.124 0.937 0.945 7
0192 pf 38 0.311 0.930 0.980 6
0192 pf 39 0.796 0.701 1.061 5
0192 pf 40 0.101 1.539 1.542 6
0192 pf 41 -0.442 1.618 1.677 7
0192 pf 42 0.238 1.271 1.293 6
0192 pf 43 -0.235 0.923 0.953 7
0192 pf 44 0.170 1.055 1.069 6
0192 pf 45 -0.183 1.437 1.449 7
0192 pf 46 -0.613 1.669 1.778 7
0192 pf 47 -0.415 1.283 1.348 7
0192 pf 48 0.106 0.814 0.821 6
0192 pf 49 0.101 0.505 0.515 6
0192 pf 50 -0.438 1.447 1.512 7
0216 em 00 0.182 0.922 0.939 6
0216 cf 00 0.199 0.662 0.692 6
0216 pf 01 -0.095 1.042 1.047 7
0216 pf 02 -0.456 1.017 1.115 7
0216 pf 03 0.652 1.113 1.290 6
0216 pf 04 0.259 0.133 0.291 5
0216 pf 05 0.551 0.463 0.720 5
0216 pf 06 0.201 0.670 0.700 6
0216 pf 07 0.036 0.445 0.446 6
0216 pf 08 -0.167 0.918 0.933 7
0216 pf 09 0.088 1.127 1.130 6
0216 pf 10 0.630 1.234 1.385 6
0216 pf 11 0.560 0.939 1.093 6
0216 pf 12 0.212 0.745 0.774 6
0216 pf 13 -0.145 1.098 1.107 7
0216 pf 14 -0.146 1.720 1.726 7
0216 pf 15 0.142 0.588 0.605 6
0216 pf 16 1.234 1.289 1.785 6
0216 pf 17 -0.929 0.994 1.360 7
0216 pf 18 0.158 0.349 0.383 6
0216 pf 19 0.802 0.929 1.227 6
0216 pf 20 0.311 1.403 1.438 6
0216 pf 21 0.047 0.755 0.756 6
0216 pf 22 0.082 0.063 0.104 5
0216 pf 23 0.605 0.411 0.731 5
0216 pf 24 0.169 1.096 1.109 6
0216 pf 25 1.241 1.198 1.725 5
0216 pf 26 1.110 -0.017 1.110 4
0216 pf 27 -0.165 1.518 1.527 7
0216 pf 28 -0.316 1.207 1.248 7
0216 pf 29 0.106 0.790 0.797 6
0216 pf 30 0.094 0.519 0.527 6
0216 pf 31 -0.398 0.932 1.013 7
0216 pf 32 0.260 1.100 1.130 6
0216 pf 33 -0.012 0.377 0.377 7
0216 pf 34 0.093 1.117 1.120 6
0216 pf 35 -0.446 0.537 0.698 7
0216 pf 36 0.438 0.785 0.899 6
0216 pf 37 0.339 1.077 1.129 6
0216 pf 38 0.246 0.737 0.777 6
0216 pf 39 1.217 1.170 1.688 5
0216 pf 40 0.493 1.352 1.439 6
0216 pf 41 -0.492 1.499 1.577 7
0216 pf 42 0.363 0.913 0.983 6
0216 pf 43 0.025 0.599 0.600 6
0216 pf 44 0.428 1.146 1.223 6
0216 pf 45 0.019 1.327 1.327 6
0216 pf 46 -0.570 1.755 1.845 7
0216 pf 47 -0.268 0.974 1.010 7
0216 pf 48 0.494 0.677 0.839 6
0216 pf 49 0.528 0.405 0.666 5
0216 pf 50 -0.225 1.341 1.360 7
0240 em 00 0.403 0.908 0.993 6
0240 cf 00 0.631 0.748 0.978 6
0240 pf 01 0.350 0.882 0.949 6
0240 pf 02 -0.015 0.902 0.902 7
0240 pf 03 0.681 0.904 1.132 6
0240 pf 04 0.889 0.061 0.892 5
0240 pf 05 0.643 0.206 0.675 5
0240 pf 06 0.357 0.670 0.759 6
0240 pf 07 0.256 0.481 0.545 6
0240 pf 08 0.042 0.629 0.631 6
0240 pf 09 0.208 1.023 1.044 6
0240 pf 10 0.774 1.340 1.548 6
0240 pf 11 0.931 0.850 1.260 5
0240 pf 12 0.157 0.675 0.693 6
0240 pf 13 0.121 1.082 1.089 6
0240 pf 14 0.095 1.852 1.855 6
0240 pf 15 0.405 0.750 0.853 6
0240 pf 16 1.394 1.594 2.118 6
0240 pf 17 -0.543 1.000 1.138 7
0240 pf 18 0.524 0.367 0.640 5
0240 pf 19 0.860 0.942 1.276 6
0240 pf 20 0.570 1.733 1.824 6
0240 pf 21 0.508 0.522 0.728 6
0240 pf 22 0.236 0.008 0.236 5
0240 pf 23 0.915 0.320 0.969 5
0240 pf 24 0.503 0.816 0.959 6
0240 pf 25 1.287 1.463 1.949 6
0240 pf 26 1.439 -0.143 1.447 4
0240 pf 27 0.092 1.566 1.568 6
0240 pf 28 -0.181 1.063 1.078 7
0240 pf 29 -0.026 0.606 0.607 7
0240 pf 30 0.571 0.466 0.737 5
0240 pf 31 -0.273 1.035 1.071 7
0240 pf 32 0.905 1.210 1.511 6
0240 pf 33 0.182 0.313 0.362 6
0240 pf 34 0.402 1.321 1.381 6
0240 pf 35 -0.329 -0.101 0.344 1
0240 pf 36 0.540 0.739 0.915 6
0240 pf 37 0.483 1.247 1.337 6
0240 pf 38 0.322 0.975 1.026 6
0240 pf 39 1.290 1.473 1.958 6
0240 pf 40 0.565 1.111 1.247 6
0240 pf 41 -0.691 1.433 1.590 7
0240 pf 42 0.462 0.864 0.979 6
0240 pf 43 0.047 0.507 0.509 6
0240 pf 44 0.626 1.236 1.385 6
0240 pf 45 0.213 1.107 1.128 6
0240 pf 46 -0.568 1.937 2.019 7
0240 pf 47 0.036 0.944 0.944 6
0240 pf 48 0.717 0.969 1.205 6
0240 pf 49 1.033 0.404 1.109 5
0240 pf 50 0.187 1.413 1.425 6
0264 em 00 0.532 0.949 1.088 6
0264 cf 00 0.763 0.777 1.089 6
0264 pf 01 0.499 0.814 0.954 6
0264 pf 02 0.258 0.749 0.792 6
0264 pf 03 0.716 0.649 0.966 5
0264 pf 04 1.222 -0.176 1.234 4
0264 pf 05 0.529 0.299 0.608 5
0264 pf 06 0.310 0.871 0.924 6
0264 pf 07 0.450 0.578 0.733 6
0264 pf 08 0.452 0.844 0.958 6
0264 pf 09 0.510 1.218 1.320 6
0264 pf 10 0.503 1.524 1.605 6
0264 pf 11 1.362 0.815 1.587 5
0264 pf 12 0.169 0.617 0.640 6
0264 pf 13 0.193 0.932 0.952 6
0264 pf 14 0.056 1.691 1.692 6
0264 pf 15 0.637 0.898 1.101 6
0264 pf 16 1.079 1.942 2.222 6
0264 pf 17 -0.251 0.807 0.845 7
0264 pf 18 0.902 0.627 1.099 5
0264 pf 19 0.909 1.079 1.411 6
0264 pf 20 0.994 1.705 1.974 6
0264 pf 21 0.898 0.392 0.980 5
0264 pf 22 0.458 0.061 0.462 5
0264 pf 23 1.237 0.198 1.253 5
0264 pf 24 0.510 0.918 1.050 6
0264 pf 25 1.186 1.783 2.142 6
0264 pf 26 1.590 -0.231 1.607 4
0264 pf 27 0.283 1.632 1.657 6
0264 pf 28 -0.184 1.113 1.128 7
0264 pf 29 0.141 0.767 0.780 6
0264 pf 30 0.651 0.664 0.931 6
0264 pf 31 -0.026 1.149 1.149 7
0264 pf 32 1.443 1.547 2.116 6
0264 pf 33 0.300 0.361 0.470 6
0264 pf 34 0.705 1.643 1.788 6
0264 pf 35 -0.034 -0.258 0.260 2
0264 pf 36 0.696 0.740 1.016 6
0264 pf 37 0.364 1.275 1.326 6
0264 pf 38 0.394 1.294 1.353 6
0264 pf 39 0.976 1.415 1.719 6
0264 pf 40 0.694 1.135 1.330 6
0264 pf 41 -0.814 1.375 1.598 7
0264 pf 42 0.743 0.778 1.076 6
0264 pf 43 0.101 0.362 0.376 6
0264 pf 44 0.712 1.378 1.551 6
0264 pf 45 0.363 0.944 1.011 6
0264 pf 46 -0.605 2.055 2.142 7
0264 pf 47 0.196 0.818 0.841 6
0264 pf 48 0.677 0.857 1.092 6
0264 pf 49 1.163 0.575 1.298 5
0264 pf 50 0.267 1.557 1.580 6
0288 em 00 0.588 0.892 1.068 6
0288 cf 00 0.821 0.423 0.924 5
0288 pf 01 0.757 0.745 1.062 5
0288 pf 02 0.405 0.734 0.838 6
0288 pf 03 0.650 0.500 0.820 5
0288 pf 04 1.412 -0.234 1.432 4
0288 pf 05 0.451 0.640 0.783 6
0288 pf 06 -0.044 0.773 0.775 7
0288 pf 07 0.603 0.517 0.794 5
0288 pf 08 0.777 0.930 1.212 6
0288 pf 09 0.344 1.030 1.086 6
0288 pf 10 0.370 1.364 1.413 6
0288 pf 11 1.290 0.557 1.405 5
0288 pf 12 0.427 0.778 0.887 6
0288 pf 13 0.252 0.664 0.710 6
0288 pf 14 -0.041 1.811 1.811 7
0288 pf 15 0.699 1.085 1.291 6
0288 pf 16 0.950 2.080 2.287 6
0288 pf 17 0.176 0.517 0.546 6
0288 pf 18 1.234 0.745 1.442 5
0288 pf 19 0.772 0.922 1.202 6
0288 pf 20 1.234 1.582 2.006 6
0288 pf 21 1.096 0.010 1.096 5
0288 pf 22 0.670 0.114 0.680 5
0288 pf 23 1.406 0.129 1.412 5
0288 pf 24 -0.041 0.892 0.893 7
0288 pf 25 1.136 1.938 2.246 6
0288 pf 26 1.509 -0.366 1.553 4
0288 pf 27 0.321 1.741 1.771 6
0288 pf 28 -0.162 0.787 0.804 7
0288 pf 29 0.149 0.476 0.499 6
0288 pf 30 0.761 0.773 1.084 6
0288 pf 31 0.010 1.080 1.081 6
0288 pf 32 1.490 1.409 2.051 5
0288 pf 33 0.663 0.214 0.697 5
0288 pf 34 0.912 1.760 1.982 6
0288 pf 35 0.260 -0.489 0.554 3
0288 pf 36 0.812 0.449 0.928 5
0288 pf 37 0.132 1.305 1.311 6
0288 pf 38 0.434 1.395 1.461 6
0288 pf 39 0.517 1.239 1.343 6
0288 pf 40 0.941 1.205 1.529 6
0288 pf 41 -0.875 1.331 1.593 7
0288 pf 42 0.889 0.804 1.199 5
